step,train_accuracy,test_accuracy,train_cross_entropy_loss,test_cross_entropy_loss,step_execution_time
0,0.0,,,,
0,,,83068.3,,
0,,0.1,,,
0,,,,65957.9,
0,,,,,15.899142742156982
1,,,,,0.26095104217529297
2,,,,,0.26946401596069336
3,,,,,0.2549722194671631
4,,,,,0.441800594329834
5,,,,,0.9964339733123779
6,,,,,0.8533828258514404
7,,,,,0.8748397827148438
8,,,,,1.060880184173584
9,,,,,1.7217886447906494
10,0.0,,,,
10,,,20612.0,,
10,,,,,0.9463551044464111
11,,,,,1.1341240406036377
12,,,,,1.027411937713623
13,,,,,0.7264482975006104
14,,,,,0.7952852249145508
15,,,,,0.7255299091339111
16,,,,,0.8895270824432373
17,,,,,1.0113046169281006
18,,,,,0.6957063674926758
19,,,,,1.2346241474151611
20,0.2,,,,
20,,,3661.58,,
20,,,,,0.8387758731842041
21,,,,,0.8236441612243652
22,,,,,1.236576795578003
23,,,,,1.2585103511810303
24,,,,,1.037781000137329
25,,,,,0.7241616249084473
26,,,,,0.7145473957061768
27,,,,,0.8590073585510254
28,,,,,0.7573258876800537
29,,,,,0.8349776268005371
30,0.1,,,,
30,,,996.348,,
30,,,,,1.160322904586792
31,,,,,0.34185791015625
32,,,,,0.3292529582977295
33,,,,,0.35097193717956543
34,,,,,0.31801867485046387
35,,,,,0.3162708282470703
36,,,,,0.3216423988342285
37,,,,,0.30241894721984863
38,,,,,0.3591880798339844
39,,,,,0.3244822025299072
40,0.2,,,,
40,,,1014.65,,
40,,,,,0.4159560203552246
41,,,,,0.3261075019836426
42,,,,,0.32906007766723633
43,,,,,0.31699085235595703
44,,,,,0.3527669906616211
45,,,,,0.31512451171875
46,,,,,0.31774473190307617
47,,,,,0.32067060470581055
48,,,,,0.3428385257720947
49,,,,,0.31992268562316895
50,0.3,,,,
50,,,224.602,,
50,,,,,0.3954153060913086
51,,,,,0.3070085048675537
52,,,,,0.31759190559387207
53,,,,,0.31401491165161133
54,,,,,0.31411147117614746
55,,,,,0.36968088150024414
56,,,,,0.33705759048461914
57,,,,,0.31510376930236816
58,,,,,0.3321413993835449
59,,,,,0.31944942474365234
60,0.1,,,,
60,,,292.279,,
60,,,,,0.4471437931060791
61,,,,,0.30576539039611816
62,,,,,0.31793832778930664
63,,,,,0.3155827522277832
64,,,,,0.31847667694091797
65,,,,,0.36873626708984375
66,,,,,0.3153350353240967
67,,,,,0.32587313652038574
68,,,,,0.34934401512145996
69,,,,,0.33905553817749023
70,0.0,,,,
70,,,184.366,,
70,,,,,0.3921349048614502
71,,,,,0.33481550216674805
72,,,,,0.3239400386810303
73,,,,,0.32524776458740234
74,,,,,0.33538389205932617
75,,,,,0.31490588188171387
76,,,,,0.3804478645324707
77,,,,,0.37101173400878906
78,,,,,0.3941948413848877
79,,,,,0.34845876693725586
80,0.3,,,,
80,,,92.1151,,
80,,,,,0.4638638496398926
81,,,,,0.3335413932800293
82,,,,,0.3133859634399414
83,,,,,0.3412179946899414
84,,,,,0.33989763259887695
85,,,,,0.3192136287689209
86,,,,,0.3215489387512207
87,,,,,0.3561882972717285
88,,,,,0.3265726566314697
89,,,,,0.34140920639038086
90,0.1,,,,
90,,,337.683,,
90,,,,,0.4304511547088623
91,,,,,0.3530561923980713
92,,,,,0.3344416618347168
93,,,,,0.322310209274292
94,,,,,0.31569361686706543
95,,,,,0.31760740280151367
96,,,,,0.3169088363647461
97,,,,,0.3206672668457031
98,,,,,0.35443878173828125
99,,,,,0.34211277961730957
100,0.1,,,,
100,,,102.589,,
100,,0.2,,,
