step,train_accuracy,test_accuracy,train_cross_entropy_loss,test_cross_entropy_loss,step_execution_time
151,,,,,0.311870813369751
152,,,,,0.3372373580932617
153,,,,,0.3243248462677002
154,,,,,0.325458288192749
155,,,,,0.3158576488494873
156,,,,,0.332242488861084
157,,,,,0.3224825859069824
158,,,,,0.31881237030029297
159,,,,,0.3640098571777344
160,0.3,,,,
160,,,32.0042,,
160,,,,,0.39766645431518555
161,,,,,0.3145425319671631
162,,,,,0.31412434577941895
163,,,,,0.3253180980682373
164,,,,,0.3154013156890869
165,,,,,0.3134174346923828
166,,,,,0.3193938732147217
167,,,,,0.3167128562927246
168,,,,,0.3154599666595459
169,,,,,0.31607723236083984
170,0.6,,,,
170,,,14.6144,,
170,,,,,0.39735937118530273
171,,,,,0.3124501705169678
172,,,,,0.3212428092956543
173,,,,,0.34571194648742676
174,,,,,0.32103490829467773
175,,,,,0.3225274085998535
176,,,,,0.33255863189697266
177,,,,,0.32610440254211426
178,,,,,0.32776927947998047
179,,,,,0.3246607780456543
180,0.2,,,,
180,,,140.395,,
180,,,,,0.40549206733703613
181,,,,,0.3228631019592285
182,,,,,0.31235456466674805
183,,,,,0.3128221035003662
184,,,,,0.36458444595336914
185,,,,,0.320019006729126
186,,,,,0.3179953098297119
187,,,,,0.3192763328552246
188,,,,,0.3186492919921875
189,,,,,0.3199501037597656
190,0.4,,,,
190,,,48.4469,,
190,,,,,0.39708852767944336
191,,,,,0.3119969367980957
192,,,,,0.3273656368255615
193,,,,,0.313187837600708
194,,,,,0.3163125514984131
195,,,,,0.3817899227142334
196,,,,,0.3207247257232666
197,,,,,0.33414220809936523
198,,,,,0.32248377799987793
199,,,,,0.31313300132751465
200,0.9,,,,
200,,,1.87592,,
200,,0.2,,,
200,,,,97.5141,
200,,,,,0.47895193099975586
201,,,,,0.4950129985809326
202,,,,,0.39992523193359375
203,,,,,0.31003689765930176
204,,,,,0.31407690048217773
205,,,,,0.3159677982330322
206,,,,,0.31168437004089355
207,,,,,0.3219420909881592
208,,,,,0.3392364978790283
209,,,,,0.3173496723175049
210,0.6,,,,
210,,,21.4331,,
210,,,,,0.395824670791626
211,,,,,0.30320048332214355
212,,,,,0.31870508193969727
213,,,,,0.3183772563934326
214,,,,,0.318570613861084
215,,,,,0.31883907318115234
216,,,,,0.3611159324645996
217,,,,,0.32654547691345215
218,,,,,0.3186044692993164
219,,,,,0.31868529319763184
220,0.5,,,,
220,,,6.226,,
220,,,,,0.39044809341430664
221,,,,,0.31381940841674805
222,,,,,0.3137376308441162
223,,,,,0.3213005065917969
224,,,,,0.3118290901184082
225,,,,,0.31783413887023926
226,,,,,0.3178365230560303
227,,,,,0.36032772064208984
228,,,,,0.32202696800231934
229,,,,,0.3150599002838135
230,0.6,,,,
230,,,8.67166,,
230,,,,,0.3934478759765625
231,,,,,0.3094964027404785
232,,,,,0.321793794631958
233,,,,,0.3134770393371582
234,,,,,0.3121664524078369
235,,,,,0.31342387199401855
236,,,,,0.32787632942199707
237,,,,,0.3252420425415039
238,,,,,0.3645484447479248
239,,,,,0.32625722885131836
240,0.4,,,,
240,,,27.2597,,
240,,,,,0.3887042999267578
241,,,,,0.31046533584594727
242,,,,,0.3305189609527588
243,,,,,0.32174253463745117
244,,,,,0.3394773006439209
245,,,,,0.3350958824157715
246,,,,,0.3201560974121094
247,,,,,0.3246586322784424
248,,,,,0.32166576385498047
249,,,,,0.3143167495727539
250,0.4,,,,
250,,,41.3392,,
250,,,,,0.38781261444091797
251,,,,,0.3092780113220215
252,,,,,0.3220517635345459
253,,,,,0.33086585998535156
254,,,,,0.32196664810180664
255,,,,,0.3222827911376953
256,,,,,0.31702089309692383
257,,,,,0.34253382682800293
258,,,,,0.31951236724853516
259,,,,,0.33876895904541016
260,0.6,,,,
260,,,18.7477,,
260,,,,,0.40175843238830566
261,,,,,0.31279563903808594
262,,,,,0.3229069709777832
263,,,,,0.34577035903930664
264,,,,,0.32088470458984375
265,,,,,0.3231842517852783
266,,,,,0.3180384635925293
267,,,,,0.32325267791748047
268,,,,,0.32479286193847656
269,,,,,0.31798887252807617
270,0.3,,,,
270,,,73.102,,
270,,,,,0.41602134704589844
271,,,,,0.30414557456970215
272,,,,,0.3193070888519287
273,,,,,0.320385217666626
274,,,,,0.31898951530456543
275,,,,,0.3269357681274414
276,,,,,0.32219552993774414
277,,,,,0.326887845993042
278,,,,,0.31438636779785156
279,,,,,0.3152801990509033
280,0.5,,,,
280,,,95.1637,,
280,,,,,0.39577579498291016
281,,,,,0.34296512603759766
282,,,,,0.3228490352630615
283,,,,,0.31409263610839844
284,,,,,0.3202977180480957
285,,,,,0.3210573196411133
286,,,,,0.3246636390686035
287,,,,,0.32135796546936035
288,,,,,0.32092976570129395
289,,,,,0.32106876373291016
290,0.6,,,,
290,,,11.7546,,
290,,,,,0.4117417335510254
291,,,,,0.3085622787475586
292,,,,,0.36046385765075684
293,,,,,0.3223254680633545
294,,,,,0.3201420307159424
295,,,,,0.3164193630218506
296,,,,,0.31473612785339355
297,,,,,0.317363977432251
298,,,,,0.31534528732299805
299,,,,,0.31631946563720703
300,0.5,,,,
300,,,30.8146,,
300,,0.3,,,
300,,,,96.7402,
300,,,,,0.47394680976867676
301,,,,,0.611741304397583
302,,,,,0.3960838317871094
303,,,,,0.31792783737182617
304,,,,,0.31652379035949707
305,,,,,0.32297849655151367
306,,,,,0.32481980323791504
307,,,,,0.32409238815307617
308,,,,,0.32842326164245605
309,,,,,0.32274961471557617
310,0.3,,,,
310,,,9.79638,,
310,,,,,0.40868711471557617
311,,,,,0.30941247940063477
312,,,,,0.3158531188964844
313,,,,,0.3390183448791504
314,,,,,0.3202199935913086
315,,,,,0.32428550720214844
316,,,,,0.32692503929138184
317,,,,,0.32683491706848145
318,,,,,0.32520604133605957
319,,,,,0.3277595043182373
320,0.3,,,,
320,,,40.5838,,
320,,,,,0.4029529094696045
321,,,,,0.320392370223999
322,,,,,0.31684231758117676
323,,,,,0.31502294540405273
324,,,,,0.3398430347442627
325,,,,,0.3171694278717041
326,,,,,0.3175840377807617
327,,,,,0.32201290130615234
328,,,,,0.3150012493133545
329,,,,,0.3199300765991211
330,0.7,,,,
330,,,15.5793,,
330,,,,,0.39548659324645996
331,,,,,0.3123166561126709
332,,,,,0.32657647132873535
333,,,,,0.32945847511291504
334,,,,,0.3250091075897217
335,,,,,0.35715150833129883
336,,,,,0.31528663635253906
337,,,,,0.3176536560058594
338,,,,,0.31905245780944824
339,,,,,0.3337125778198242
340,0.5,,,,
340,,,15.5794,,
340,,,,,0.3998541831970215
341,,,,,0.308443546295166
342,,,,,0.3206946849822998
343,,,,,0.3232717514038086
344,,,,,0.3191399574279785
345,,,,,0.3164651393890381
346,,,,,0.35926294326782227
347,,,,,0.31171464920043945
348,,,,,0.31700563430786133
349,,,,,0.3188178539276123
350,0.3,,,,
350,,,8.69431,,
350,,,,,0.3952603340148926
351,,,,,0.30485057830810547
352,,,,,0.31730175018310547
353,,,,,0.30667662620544434
354,,,,,0.318523645401001
355,,,,,0.32001471519470215
356,,,,,0.3213639259338379
357,,,,,0.3673863410949707
358,,,,,0.3149876594543457
359,,,,,0.315793514251709
360,0.7,,,,
360,,,2.56324,,
360,,,,,0.38778090476989746
361,,,,,0.31261348724365234
362,,,,,0.3151242733001709
363,,,,,0.31615138053894043
364,,,,,0.3179614543914795
365,,,,,0.3206319808959961
366,,,,,0.3177657127380371
367,,,,,0.3224318027496338
368,,,,,0.3206663131713867
369,,,,,0.33866167068481445
370,0.3,,,,
370,,,30.9522,,
370,,,,,0.38967227935791016
371,,,,,0.31122517585754395
372,,,,,0.32561755180358887
373,,,,,0.3190317153930664
374,,,,,0.31585168838500977
375,,,,,0.3154008388519287
376,,,,,0.3140099048614502
377,,,,,0.3194894790649414
378,,,,,0.33571577072143555
379,,,,,0.3294494152069092
380,0.6,,,,
380,,,12.6848,,
380,,,,,0.394850492477417
381,,,,,0.30536365509033203
382,,,,,0.33600592613220215
383,,,,,0.33932018280029297
384,,,,,0.3326234817504883
385,,,,,0.3279454708099365
386,,,,,0.33588624000549316
387,,,,,0.3246941566467285
388,,,,,0.32379841804504395
389,,,,,0.35053038597106934
390,0.4,,,,
390,,,3.31144,,
390,,,,,0.3912796974182129
391,,,,,0.3077735900878906
392,,,,,0.31444334983825684
393,,,,,0.31600499153137207
394,,,,,0.3209855556488037
395,,,,,0.32242465019226074
396,,,,,0.3192265033721924
397,,,,,0.32198238372802734
398,,,,,0.3212449550628662
399,,,,,0.3202497959136963
400,0.9,,,,
400,,,0.778156,,
400,,0.7,,,
400,,,,5.0298,
400,,,,,0.47827768325805664
401,,,,,0.5628979206085205
402,,,,,0.37459373474121094
403,,,,,0.3279697895050049
404,,,,,0.33956098556518555
405,,,,,0.3221323490142822
406,,,,,0.3227808475494385
407,,,,,0.3217329978942871
408,,,,,0.3180861473083496
409,,,,,0.31711888313293457
410,0.8,,,,
410,,,3.72513,,
410,,,,,0.39414191246032715
411,,,,,0.3175466060638428
412,,,,,0.3226313591003418
413,,,,,0.31307554244995117
414,,,,,0.3180859088897705
415,,,,,0.3228111267089844
416,,,,,0.31287479400634766
417,,,,,0.3155539035797119
418,,,,,0.333784818649292
419,,,,,0.31978940963745117
420,0.6,,,,
420,,,5.33237,,
420,,,,,0.3991422653198242
421,,,,,0.3135085105895996
422,,,,,0.3171508312225342
423,,,,,0.31896328926086426
424,,,,,0.32694411277770996
425,,,,,0.32051563262939453
426,,,,,0.3238210678100586
427,,,,,0.3208756446838379
428,,,,,0.32348132133483887
429,,,,,0.3216981887817383
430,0.6,,,,
430,,,16.5868,,
430,,,,,0.39490604400634766
431,,,,,0.30597925186157227
432,,,,,0.339937686920166
433,,,,,0.33908510208129883
434,,,,,0.318387508392334
435,,,,,0.3254258632659912
436,,,,,0.3202707767486572
437,,,,,0.3219327926635742
438,,,,,0.32053279876708984
439,,,,,0.31893253326416016
440,0.4,,,,
440,,,15.2879,,
440,,,,,0.3962702751159668
441,,,,,0.30900144577026367
442,,,,,0.32017064094543457
443,,,,,0.34646058082580566
444,,,,,0.31560373306274414
445,,,,,0.3165860176086426
446,,,,,0.3207528591156006
447,,,,,0.3167729377746582
448,,,,,0.3161745071411133
449,,,,,0.31696081161499023
450,0.4,,,,
450,,,11.5707,,
450,,,,,0.3900296688079834
451,,,,,0.3801541328430176
452,,,,,0.34585070610046387
453,,,,,0.3191101551055908
454,,,,,0.36231112480163574
455,,,,,0.3184483051300049
456,,,,,0.3198111057281494
457,,,,,0.3205695152282715
458,,,,,0.32091450691223145
459,,,,,0.3143951892852783
460,0.5,,,,
460,,,13.4452,,
460,,,,,0.4073913097381592
461,,,,,0.3044734001159668
462,,,,,0.3194892406463623
463,,,,,0.3172273635864258
464,,,,,0.3157951831817627
465,,,,,0.3145291805267334
466,,,,,0.31900906562805176
467,,,,,0.3156583309173584
468,,,,,0.3200809955596924
469,,,,,0.31342649459838867
470,0.2,,,,
470,,,18.6766,,
470,,,,,0.4018738269805908
471,,,,,0.3087637424468994
472,,,,,0.3367314338684082
473,,,,,0.3276512622833252
474,,,,,0.32013773918151855
475,,,,,0.34111976623535156
476,,,,,0.31320762634277344
477,,,,,0.3218362331390381
478,,,,,0.3264906406402588
479,,,,,0.3299679756164551
480,0.5,,,,
480,,,7.40114,,
480,,,,,0.3999671936035156
481,,,,,0.3182833194732666
482,,,,,0.3274824619293213
483,,,,,0.32651305198669434
484,,,,,0.35524463653564453
485,,,,,0.31966447830200195
486,,,,,0.3471028804779053
487,,,,,0.314342737197876
488,,,,,0.32665586471557617
489,,,,,0.31717610359191895
490,0.4,,,,
490,,,11.1478,,
490,,,,,0.39391493797302246
491,,,,,0.3062174320220947
492,,,,,0.31667423248291016
493,,,,,0.31903958320617676
494,,,,,0.32625699043273926
495,,,,,0.32070112228393555
496,,,,,0.32054853439331055
497,,,,,0.3239326477050781
498,,,,,0.3209819793701172
499,,,,,0.32495999336242676
500,0.3,,,,
500,,,3.5905,,
500,,0.7,,,
500,,,,3.78891,
500,,,,,0.47660088539123535
501,,,,,0.3678302764892578
502,,,,,0.35569024085998535
503,,,,,0.3135795593261719
504,,,,,0.3138270378112793
505,,,,,0.3281588554382324
506,,,,,0.31407594680786133
507,,,,,0.3128063678741455
508,,,,,0.3744497299194336
509,,,,,0.32665038108825684
510,0.4,,,,
510,,,6.76484,,
510,,,,,0.4033992290496826
511,,,,,0.31843113899230957
512,,,,,0.31748294830322266
513,,,,,0.32602405548095703
514,,,,,0.3271949291229248
515,,,,,0.3161203861236572
516,,,,,0.31872057914733887
517,,,,,0.31380677223205566
518,,,,,0.32222700119018555
519,,,,,0.38263654708862305
520,0.6,,,,
520,,,4.37055,,
520,,,,,0.4170966148376465
521,,,,,0.31447601318359375
522,,,,,0.32277941703796387
523,,,,,0.31954240798950195
524,,,,,0.3218827247619629
525,,,,,0.3252146244049072
526,,,,,0.327686071395874
527,,,,,0.31268739700317383
528,,,,,0.3150477409362793
529,,,,,0.31087589263916016
530,0.8,,,,
530,,,0.580247,,
530,,,,,0.39694786071777344
531,,,,,0.30695509910583496
532,,,,,0.3223567008972168
533,,,,,0.3175363540649414
534,,,,,0.31903529167175293
535,,,,,0.3201446533203125
536,,,,,0.31875061988830566
537,,,,,0.3162496089935303
538,,,,,0.3194446563720703
539,,,,,0.32396602630615234
540,0.5,,,,
540,,,5.18617,,
540,,,,,0.4136080741882324
541,,,,,0.30950355529785156
542,,,,,0.32103729248046875
543,,,,,0.32662105560302734
544,,,,,0.31545114517211914
545,,,,,0.32109999656677246
546,,,,,0.33632826805114746
547,,,,,0.33496832847595215
548,,,,,0.32486510276794434
549,,,,,0.3213655948638916
550,0.3,,,,
550,,,4.68072,,
550,,,,,0.3974630832672119
551,,,,,0.3422884941101074
552,,,,,0.32411646842956543
553,,,,,0.3210945129394531
554,,,,,0.3403162956237793
555,,,,,0.3189680576324463
556,,,,,0.3168151378631592
557,,,,,0.3219456672668457
558,,,,,0.317798376083374
559,,,,,0.3165743350982666
560,0.5,,,,
560,,,15.544,,
560,,,,,0.39583921432495117
561,,,,,0.3072981834411621
562,,,,,0.35414910316467285
563,,,,,0.31995439529418945
564,,,,,0.315732479095459
565,,,,,0.32192325592041016
566,,,,,0.323167085647583
567,,,,,0.31792569160461426
568,,,,,0.32315659523010254
569,,,,,0.3237037658691406
570,0.9,,,,
570,,,0.209032,,
570,,,,,0.3973987102508545
571,,,,,0.30547070503234863
572,,,,,0.3239588737487793
573,,,,,0.37921786308288574
574,,,,,0.3203153610229492
575,,,,,0.32433176040649414
576,,,,,0.3340754508972168
577,,,,,0.3132963180541992
578,,,,,0.3195042610168457
579,,,,,0.315441370010376
580,0.7,,,,
580,,,0.759964,,
580,,,,,0.39110708236694336
581,,,,,0.31143856048583984
582,,,,,0.32721734046936035
583,,,,,0.319227933883667
584,,,,,0.3276956081390381
585,,,,,0.32555079460144043
586,,,,,0.3203883171081543
587,,,,,0.32381415367126465
588,,,,,0.3376426696777344
589,,,,,0.3215920925140381
590,0.5,,,,
590,,,6.11899,,
590,,,,,0.38997840881347656
591,,,,,0.3213515281677246
592,,,,,0.31603097915649414
593,,,,,0.3133556842803955
594,,,,,0.33031582832336426
595,,,,,0.31487154960632324
596,,,,,0.31827497482299805
597,,,,,0.31496095657348633
598,,,,,0.31890201568603516
599,,,,,0.31745052337646484
600,0.9,,,,
600,,,1.82781,,
600,,0.7,,,
600,,,,17.7772,
600,,,,,0.4723982810974121
601,,,,,0.5905218124389648
602,,,,,0.3404521942138672
603,,,,,0.32393550872802734
604,,,,,0.32625770568847656
605,,,,,0.34096693992614746
606,,,,,0.31795716285705566
607,,,,,0.3196423053741455
608,,,,,0.32230710983276367
609,,,,,0.31493639945983887
610,0.8,,,,
610,,,0.423816,,
610,,,,,0.39842748641967773
611,,,,,0.3157031536102295
612,,,,,0.32492899894714355
613,,,,,0.32564806938171387
614,,,,,0.3270092010498047
615,,,,,0.33031368255615234
616,,,,,0.3462386131286621
617,,,,,0.31461548805236816
618,,,,,0.31179332733154297
619,,,,,0.31621360778808594
620,0.6,,,,
620,,,2.1825,,
620,,,,,0.3962101936340332
621,,,,,0.3052659034729004
622,,,,,0.32074928283691406
623,,,,,0.3286454677581787
624,,,,,0.3264281749725342
625,,,,,0.32354092597961426
626,,,,,0.3172271251678467
627,,,,,0.3723597526550293
628,,,,,0.31807756423950195
629,,,,,0.31223154067993164
630,0.6,,,,
630,,,4.02005,,
630,,,,,0.3933372497558594
631,,,,,0.3101663589477539
632,,,,,0.3275423049926758
633,,,,,0.31340813636779785
634,,,,,0.32385826110839844
635,,,,,0.32382798194885254
636,,,,,0.3146042823791504
637,,,,,0.3181793689727783
638,,,,,0.37561488151550293
639,,,,,0.3264753818511963
640,0.7,,,,
640,,,1.47907,,
640,,,,,0.3918006420135498
641,,,,,0.30579495429992676
642,,,,,0.30985021591186523
643,,,,,0.31934165954589844
644,,,,,0.31645679473876953
645,,,,,0.31902432441711426
646,,,,,0.30849504470825195
647,,,,,0.3161768913269043
648,,,,,0.3371264934539795
649,,,,,0.3217778205871582
650,0.4,,,,
650,,,3.65368,,
650,,,,,0.402219295501709
651,,,,,0.3057248592376709
652,,,,,0.3173408508300781
653,,,,,0.32740211486816406
654,,,,,0.3214123249053955
655,,,,,0.34039306640625
656,,,,,0.32918620109558105
657,,,,,0.31942081451416016
658,,,,,0.33814239501953125
659,,,,,0.34755516052246094
660,0.3,,,,
660,,,7.96908,,
660,,,,,0.42025113105773926
661,,,,,0.307842493057251
662,,,,,0.3228158950805664
663,,,,,0.31705403327941895
664,,,,,0.31671857833862305
665,,,,,0.32008862495422363
666,,,,,0.3203723430633545
667,,,,,0.32154107093811035
668,,,,,0.31964969635009766
669,,,,,0.3205552101135254
670,0.6,,,,
670,,,1.13087,,
670,,,,,0.4383988380432129
671,,,,,0.31505751609802246
672,,,,,0.32511305809020996
673,,,,,0.32811498641967773
674,,,,,0.3263111114501953
675,,,,,0.32233333587646484
676,,,,,0.3300974369049072
677,,,,,0.32360219955444336
678,,,,,0.32988882064819336
679,,,,,0.3172304630279541
680,0.8,,,,
680,,,5.68331,,
680,,,,,0.39333653450012207
681,,,,,0.3008992671966553
682,,,,,0.31829118728637695
683,,,,,0.31937336921691895
684,,,,,0.32772302627563477
685,,,,,0.32437944412231445
686,,,,,0.32306623458862305
687,,,,,0.3228287696838379
688,,,,,0.3393566608428955
689,,,,,0.32624053955078125
690,0.9,,,,
690,,,0.525304,,
690,,,,,0.40036630630493164
691,,,,,0.3148829936981201
692,,,,,0.32802462577819824
693,,,,,0.3148810863494873
694,,,,,0.3186337947845459
695,,,,,0.31624269485473633
696,,,,,0.3157520294189453
697,,,,,0.32485532760620117
698,,,,,0.3233613967895508
699,,,,,0.31471824645996094
700,0.7,,,,
700,,,1.21195,,
700,,0.6,,,
700,,,,7.97365,
700,,,,,0.4764254093170166
701,,,,,0.6128277778625488
702,,,,,0.34816598892211914
703,,,,,0.3199942111968994
704,,,,,0.32238292694091797
705,,,,,0.3191852569580078
706,,,,,0.32421255111694336
707,,,,,0.3399686813354492
708,,,,,0.3195075988769531
709,,,,,0.31589174270629883
710,0.9,,,,
710,,,0.330732,,
710,,,,,0.39135265350341797
711,,,,,0.3105192184448242
712,,,,,0.32523345947265625
713,,,,,0.35892319679260254
714,,,,,0.3202371597290039
715,,,,,0.3237721920013428
716,,,,,0.31707096099853516
717,,,,,0.3217182159423828
718,,,,,0.32016444206237793
719,,,,,0.32171630859375
720,0.6,,,,
720,,,3.57522,,
720,,,,,0.3954734802246094
721,,,,,0.3124067783355713
722,,,,,0.31427764892578125
723,,,,,0.32341885566711426
724,,,,,0.3269333839416504
725,,,,,0.32039403915405273
726,,,,,0.3233015537261963
727,,,,,0.32593274116516113
728,,,,,0.3286304473876953
729,,,,,0.321486234664917
730,0.8,,,,
730,,,0.941591,,
730,,,,,0.40437769889831543
731,,,,,0.31049561500549316
732,,,,,0.3210937976837158
733,,,,,0.3216066360473633
734,,,,,0.31900954246520996
735,,,,,0.3856394290924072
736,,,,,0.31807875633239746
737,,,,,0.31894421577453613
738,,,,,0.3208279609680176
739,,,,,0.3209688663482666
740,0.8,,,,
740,,,2.63791,,
740,,,,,0.3992288112640381
741,,,,,0.3161773681640625
742,,,,,0.32562828063964844
743,,,,,0.32454347610473633
744,,,,,0.32810544967651367
745,,,,,0.33528685569763184
746,,,,,0.2637050151824951
747,,,,,0.2674257755279541
748,,,,,0.2652781009674072
749,,,,,0.2639338970184326
750,0.5,,,,
750,,,8.63653,,
750,,,,,0.34013915061950684
751,,,,,0.26165270805358887
752,,,,,0.2622945308685303
753,,,,,0.27060437202453613
754,,,,,0.26624131202697754
755,,,,,0.2701559066772461
756,,,,,0.31482505798339844
757,,,,,0.3178889751434326
758,,,,,0.31699538230895996
759,,,,,0.3200511932373047
760,0.4,,,,
760,,,4.56915,,
760,,,,,0.39362621307373047
761,,,,,0.31127429008483887
762,,,,,0.3194282054901123
763,,,,,0.3231179714202881
764,,,,,0.33937549591064453
765,,,,,0.323016881942749
766,,,,,0.33358144760131836
767,,,,,0.34464454650878906
768,,,,,0.3215603828430176
769,,,,,0.33358001708984375
770,0.9,,,,
770,,,0.932808,,
770,,,,,0.42006373405456543
771,,,,,0.31136512756347656
772,,,,,0.3229358196258545
773,,,,,0.3344411849975586
774,,,,,0.3211233615875244
775,,,,,0.3290596008300781
776,,,,,0.31700730323791504
777,,,,,0.32068443298339844
778,,,,,0.3800802230834961
779,,,,,0.31814026832580566
780,0.9,,,,
780,,,1.36272,,
780,,,,,0.41760778427124023
781,,,,,0.32074666023254395
782,,,,,0.32189297676086426
783,,,,,0.3188595771789551
784,,,,,0.3275127410888672
785,,,,,0.31776976585388184
786,,,,,0.31922245025634766
787,,,,,0.3163626194000244
788,,,,,0.3166463375091553
789,,,,,0.327406644821167
790,0.6,,,,
790,,,4.78353,,
790,,,,,0.39668750762939453
791,,,,,0.3211688995361328
792,,,,,0.32395482063293457
793,,,,,0.32620739936828613
794,,,,,0.33182358741760254
795,,,,,0.32353830337524414
796,,,,,0.3250570297241211
797,,,,,0.31973981857299805
798,,,,,0.3163621425628662
799,,,,,0.316389799118042
800,0.6,,,,
800,,,2.43327,,
800,,0.3,,,
800,,,,25.6948,
800,,,,,0.4739227294921875
801,,,,,0.3292088508605957
802,,,,,0.38911986351013184
803,,,,,0.314359188079834
804,,,,,0.31920504570007324
